County	State	Year	Population
Balance of Sheridan County	North Dakota	2013	764
Balance of Sheridan County	North Dakota	2014	770
Balance of Sheridan County	North Dakota	2015	762
Sioux County	North Dakota	2010	4151
Sioux County	North Dakota	2011	4253
Sioux County	North Dakota	2012	4355
Sioux County	North Dakota	2013	4455
Sioux County	North Dakota	2014	4466
Sioux County	North Dakota	2015	4370
Balance of Sioux County	North Dakota	2010	3726
Balance of Sioux County	North Dakota	2011	3818
Balance of Sioux County	North Dakota	2012	3908
Balance of Sioux County	North Dakota	2013	3998
Balance of Sioux County	North Dakota	2014	4008
Balance of Sioux County	North Dakota	2015	3923
Slope County	North Dakota	2010	729
Slope County	North Dakota	2011	724
Slope County	North Dakota	2012	762
Slope County	North Dakota	2013	760
Slope County	North Dakota	2014	767
Slope County	North Dakota	2015	767
Balance of Slope County	North Dakota	2010	572
Balance of Slope County	North Dakota	2011	569
Balance of Slope County	North Dakota	2012	599
Balance of Slope County	North Dakota	2013	597
Balance of Slope County	North Dakota	2014	603
Balance of Slope County	North Dakota	2015	603
Stark County	North Dakota	2010	24352
Stark County	North Dakota	2011	25165
Stark County	North Dakota	2012	26931
Stark County	North Dakota	2013	28399
Stark County	North Dakota	2014	30490
Stark County	North Dakota	2015	32154
Balance of Stark County	North Dakota	2010	4346
Balance of Stark County	North Dakota	2011	4488
Balance of Stark County	North Dakota	2012	4841
Balance of Stark County	North Dakota	2013	5136
Balance of Stark County	North Dakota	2014	5586
Balance of Stark County	North Dakota	2015	5808
Steele County	North Dakota	2010	1976
Steele County	North Dakota	2011	2032
Steele County	North Dakota	2012	1995
Steele County	North Dakota	2013	1960
Steele County	North Dakota	2014	1953
Steele County	North Dakota	2015	1956
Balance of Steele County	North Dakota	2010	1146
Balance of Steele County	North Dakota	2011	1177
Balance of Steele County	North Dakota	2012	1157
Balance of Steele County	North Dakota	2013	1137
Balance of Steele County	North Dakota	2014	1132
Balance of Steele County	North Dakota	2015	1130
Stutsman County	North Dakota	2010	21125
Stutsman County	North Dakota	2011	21000
Stutsman County	North Dakota	2012	20978
Stutsman County	North Dakota	2013	21124
Stutsman County	North Dakota	2014	21174
Stutsman County	North Dakota	2015	21103
Balance of Stutsman County	North Dakota	2010	4530
Balance of Stutsman County	North Dakota	2011	4473
Balance of Stutsman County	North Dakota	2012	4475
Balance of Stutsman County	North Dakota	2013	4517
Balance of Stutsman County	North Dakota	2014	4534
Balance of Stutsman County	North Dakota	2015	4525
Towner County	North Dakota	2010	2235
Towner County	North Dakota	2011	2291
Towner County	North Dakota	2012	2319
Towner County	North Dakota	2013	2289
Towner County	North Dakota	2014	2298
Towner County	North Dakota	2015	2272
Balance of Towner County	North Dakota	2010	848
Balance of Towner County	North Dakota	2011	868
Balance of Towner County	North Dakota	2012	879
Balance of Towner County	North Dakota	2013	866
Balance of Towner County	North Dakota	2014	874
Balance of Towner County	North Dakota	2015	865
Traill County	North Dakota	2010	8111
Traill County	North Dakota	2011	8048
Traill County	North Dakota	2012	8065
Traill County	North Dakota	2013	8196
Traill County	North Dakota	2014	8063
Traill County	North Dakota	2015	8014
Balance of Traill County	North Dakota	2010	2592
Balance of Traill County	North Dakota	2011	2586
Balance of Traill County	North Dakota	2012	2609
Balance of Traill County	North Dakota	2013	2623
Balance of Traill County	North Dakota	2014	2592
Balance of Traill County	North Dakota	2015	2575
Walsh County	North Dakota	2010	11090
Walsh County	North Dakota	2011	11030
Walsh County	North Dakota	2012	11049
Walsh County	North Dakota	2013	11092
Walsh County	North Dakota	2014	10959
Walsh County	North Dakota	2015	10897
Balance of Walsh County	North Dakota	2010	3586
Balance of Walsh County	North Dakota	2011	3536
Balance of Walsh County	North Dakota	2012	3538
Balance of Walsh County	North Dakota	2013	3552
Balance of Walsh County	North Dakota	2014	3501
Balance of Walsh County	North Dakota	2015	3474
Ward County	North Dakota	2010	62113
Ward County	North Dakota	2011	64343
Ward County	North Dakota	2012	65534
Ward County	North Dakota	2013	67992
Ward County	North Dakota	2014	69536
Ward County	North Dakota	2015	71275
Balance of Ward County	North Dakota	2010	16155
Balance of Ward County	North Dakota	2011	16535
Balance of Ward County	North Dakota	2012	16875
Balance of Ward County	North Dakota	2013	16742
Balance of Ward County	North Dakota	2014	16595
Balance of Ward County	North Dakota	2015	16657
Wells County	North Dakota	2010	4199
Wells County	North Dakota	2011	4218
Wells County	North Dakota	2012	4262
Wells County	North Dakota	2013	4187
Wells County	North Dakota	2014	4184
Wells County	North Dakota	2015	4168
Balance of Wells County	North Dakota	2010	1548
Balance of Wells County	North Dakota	2011	1552
Balance of Wells County	North Dakota	2012	1564
Balance of Wells County	North Dakota	2013	1537
Balance of Wells County	North Dakota	2014	1540
Balance of Wells County	North Dakota	2015	1525
Williams County	North Dakota	2010	22587
Williams County	North Dakota	2011	24401
Williams County	North Dakota	2012	26710
Williams County	North Dakota	2013	29561
Williams County	North Dakota	2014	32129
Williams County	North Dakota	2015	35294
Balance of Williams County	North Dakota	2010	4153
Balance of Williams County	North Dakota	2011	4424
Balance of Williams County	North Dakota	2012	4539
Balance of Williams County	North Dakota	2013	4791
Balance of Williams County	North Dakota	2014	4691
Balance of Williams County	North Dakota	2015	5438
Adams County	Ohio	2010	28557
Adams County	Ohio	2011	28511
Adams County	Ohio	2012	28354
Adams County	Ohio	2013	28132
Adams County	Ohio	2014	28124
Adams County	Ohio	2015	28024
Balance of Adams County	Ohio	2010	19256
Balance of Adams County	Ohio	2011	19223
Balance of Adams County	Ohio	2012	19117
Balance of Adams County	Ohio	2013	18966
Balance of Adams County	Ohio	2014	18960
Balance of Adams County	Ohio	2015	18896
Allen County	Ohio	2010	106405
Allen County	Ohio	2011	105963
Allen County	Ohio	2012	105329
Allen County	Ohio	2013	105216
Allen County	Ohio	2014	105048
Allen County	Ohio	2015	104425
Balance of Allen County	Ohio	2010	53725
Balance of Allen County	Ohio	2011	53540
Balance of Allen County	Ohio	2012	53192
Balance of Allen County	Ohio	2013	53150
Balance of Allen County	Ohio	2014	53070
Balance of Allen County	Ohio	2015	52875
Ashland County	Ohio	2010	53320
Ashland County	Ohio	2011	53285
Ashland County	Ohio	2012	53238
Ashland County	Ohio	2013	53122
Ashland County	Ohio	2014	53085
Ashland County	Ohio	2015	53213
Balance of Ashland County	Ohio	2010	27219
Balance of Ashland County	Ohio	2011	27181
Balance of Ashland County	Ohio	2012	27157
Balance of Ashland County	Ohio	2013	27201
Balance of Ashland County	Ohio	2014	27273
Balance of Ashland County	Ohio	2015	27321
Ashtabula County	Ohio	2010	101400
Ashtabula County	Ohio	2011	101099
Ashtabula County	Ohio	2012	100268
Ashtabula County	Ohio	2013	99750
Ashtabula County	Ohio	2014	99138
Ashtabula County	Ohio	2015	98632
Balance of Ashtabula County	Ohio	2010	51137
Balance of Ashtabula County	Ohio	2011	50993
Balance of Ashtabula County	Ohio	2012	50495
Balance of Ashtabula County	Ohio	2013	50199
Balance of Ashtabula County	Ohio	2014	49897
Balance of Ashtabula County	Ohio	2015	49684
Athens County	Ohio	2010	65223
Athens County	Ohio	2011	65112
Athens County	Ohio	2012	64641
Athens County	Ohio	2013	64511
Athens County	Ohio	2014	64722
Athens County	Ohio	2015	65886
Balance of Athens County	Ohio	2010	29788
Balance of Athens County	Ohio	2011	29710
Balance of Athens County	Ohio	2012	29504
Balance of Athens County	Ohio	2013	29639
Balance of Athens County	Ohio	2014	29697
Balance of Athens County	Ohio	2015	29829
Auglaize County	Ohio	2010	45934
Auglaize County	Ohio	2011	45819
Auglaize County	Ohio	2012	45875
Auglaize County	Ohio	2013	45907
Auglaize County	Ohio	2014	45890
Auglaize County	Ohio	2015	45876
Balance of Auglaize County	Ohio	2010	17932
Balance of Auglaize County	Ohio	2011	17905
Balance of Auglaize County	Ohio	2012	17949
Balance of Auglaize County	Ohio	2013	17973
Balance of Auglaize County	Ohio	2014	17980
Balance of Auglaize County	Ohio	2015	17983
Belmont County	Ohio	2010	70318
Belmont County	Ohio	2011	70065
Belmont County	Ohio	2012	69638
Belmont County	Ohio	2013	69527
Belmont County	Ohio	2014	69414
Belmont County	Ohio	2015	69154
Balance of Belmont County	Ohio	2010	38199
Balance of Belmont County	Ohio	2011	38063
Balance of Belmont County	Ohio	2012	37864
Balance of Belmont County	Ohio	2013	37807
Balance of Belmont County	Ohio	2014	37730
Balance of Belmont County	Ohio	2015	37584
Brown County	Ohio	2010	44883
Brown County	Ohio	2011	44675
Brown County	Ohio	2012	44399
Brown County	Ohio	2013	44243
Brown County	Ohio	2014	44078
Brown County	Ohio	2015	43839
Balance of Brown County	Ohio	2010	30607
Balance of Brown County	Ohio	2011	30435
Balance of Brown County	Ohio	2012	30225
Balance of Brown County	Ohio	2013	30099
Balance of Brown County	Ohio	2014	29970
Balance of Brown County	Ohio	2015	29806
Butler County	Ohio	2010	369064
Butler County	Ohio	2011	370199
Butler County	Ohio	2012	370802
Butler County	Ohio	2013	371387
Butler County	Ohio	2014	373948
Butler County	Ohio	2015	376353
Balance of Butler County	Ohio	2010	165585
Balance of Butler County	Ohio	2011	166346
Balance of Butler County	Ohio	2012	166826
Balance of Butler County	Ohio	2013	167317
Balance of Butler County	Ohio	2014	168871
Balance of Butler County	Ohio	2015	170735
Carroll County	Ohio	2010	28825
Carroll County	Ohio	2011	28894
Carroll County	Ohio	2012	28583
Carroll County	Ohio	2013	28307
Carroll County	Ohio	2014	28209
Carroll County	Ohio	2015	27811
Balance of Carroll County	Ohio	2010	21529
Balance of Carroll County	Ohio	2011	21571
Balance of Carroll County	Ohio	2012	21331
Balance of Carroll County	Ohio	2013	21119
Balance of Carroll County	Ohio	2014	21034
Balance of Carroll County	Ohio	2015	20732
Champaign County	Ohio	2010	40059
Champaign County	Ohio	2011	39873
Champaign County	Ohio	2012	39578
Champaign County	Ohio	2013	39451
Champaign County	Ohio	2014	39078
Champaign County	Ohio	2015	38987
Balance of Champaign County	Ohio	2010	22038
Balance of Champaign County	Ohio	2011	21930
Balance of Champaign County	Ohio	2012	21759
Balance of Champaign County	Ohio	2013	21710
Balance of Champaign County	Ohio	2014	21505
Balance of Champaign County	Ohio	2015	21464
Clark County	Ohio	2010	138246
Clark County	Ohio	2011	137760
Clark County	Ohio	2012	137193
Clark County	Ohio	2013	136740
Clark County	Ohio	2014	136482
Clark County	Ohio	2015	135959
Balance of Clark County	Ohio	2010	65926
Balance of Clark County	Ohio	2011	65706
Balance of Clark County	Ohio	2012	65334
Balance of Clark County	Ohio	2013	65080
Balance of Clark County	Ohio	2014	64940
Balance of Clark County	Ohio	2015	64699
Clermont County	Ohio	2010	197705
Clermont County	Ohio	2011	198615
Clermont County	Ohio	2012	199242
Clermont County	Ohio	2013	200219
Clermont County	Ohio	2014	201375
Clermont County	Ohio	2015	201973
Balance of Clermont County	Ohio	2010	172489
Balance of Clermont County	Ohio	2011	173322
Balance of Clermont County	Ohio	2012	173901
Balance of Clermont County	Ohio	2013	174786
Balance of Clermont County	Ohio	2014	175646
Balance of Clermont County	Ohio	2015	176180
Clinton County	Ohio	2010	41903
Clinton County	Ohio	2011	41915
Clinton County	Ohio	2012	41844
Clinton County	Ohio	2013	41902
Clinton County	Ohio	2014	41880
Clinton County	Ohio	2015	41917
Balance of Clinton County	Ohio	2010	19845
Balance of Clinton County	Ohio	2011	19874
Balance of Clinton County	Ohio	2012	19850
Balance of Clinton County	Ohio	2013	19898
Balance of Clinton County	Ohio	2014	19915
Balance of Clinton County	Ohio	2015	19903
Columbiana County	Ohio	2010	107863
Columbiana County	Ohio	2011	107265
Columbiana County	Ohio	2012	106441
Columbiana County	Ohio	2013	105827
Columbiana County	Ohio	2014	105597
Columbiana County	Ohio	2015	104806
Balance of Columbiana County	Ohio	2010	61797
Balance of Columbiana County	Ohio	2011	61456
Balance of Columbiana County	Ohio	2012	60992
Balance of Columbiana County	Ohio	2013	60642
Balance of Columbiana County	Ohio	2014	60493
Balance of Columbiana County	Ohio	2015	60039
Coshocton County	Ohio	2010	36928
Coshocton County	Ohio	2011	36919
Coshocton County	Ohio	2012	36821
Coshocton County	Ohio	2013	36745
Coshocton County	Ohio	2014	36568
Coshocton County	Ohio	2015	36569
Balance of Coshocton County	Ohio	2010	22071
Balance of Coshocton County	Ohio	2011	22063
Balance of Coshocton County	Ohio	2012	22000
Balance of Coshocton County	Ohio	2013	21951
Balance of Coshocton County	Ohio	2014	21841
Balance of Coshocton County	Ohio	2015	21842
Crawford County	Ohio	2010	43769
Crawford County	Ohio	2011	43297
Crawford County	Ohio	2012	42827
Crawford County	Ohio	2013	42754
Crawford County	Ohio	2014	42439
Crawford County	Ohio	2015	42306
Balance of Crawford County	Ohio	2010	14662
